user_id,provider_id,avg_rating,total_review_count,tag_1_text,tag_1_count,tag_2_text,tag_2_count,tag_3_text,tag_3_count,tag_4_text,tag_4_count,tag_5_text,tag_5_count
10049653,1276199,5.0,4,진행 현황을 수시로 공유해요,3,작업 속도가 빨라요,4,가격 대비 만족스러워요,4,응답이 빨라요,4,결과물 완성도가 높아요,4
3761524,1684330,5.0,3,응대가 친절해요,2,약속 시간을 잘 지켜요,2,가격 대비 만족스러워요,1,결과물 완성도가 높아요,2,응답이 빨라요,1
16572179,2178647,5.0,2,A/S를 잘해줘요,1,상담이 자세해요,2,작업 속도가 빨라요,1,응대가 친절해요,1,결과물 완성도가 높아요,2
16474432,2163772,5.0,1,가격 대비 만족스러워요,1,응대가 친절해요,1,결과물 완성도가 높아요,1,진행 현황을 수시로 공유해요,1,요청사항을 정확히 반영해요,1
8604352,1411808,5.0,1,작업 속도가 빨라요,1,가격 대비 만족스러워요,1,응대가 친절해요,1,약속 시간을 잘 지켜요,1,결과물 완성도가 높아요,1
9435950,1186338,5.0,1,응대가 친절해요,1,결과물 완성도가 높아요,1,응답이 빨라요,1,가격 대비 만족스러워요,1,약속 시간을 잘 지켜요,1
302724,917534,5.0,1,,,,,,,,,,
13295037,2316069,0.0,0,,,,,,,,,,
10504232,2233780,0.0,0,,,,,,,,,,
16766063,2209112,0.0,0,,,,,,,,,,
16643381,2188470,0.0,0,,,,,,,,,,
2085946,2179963,0.0,0,,,,,,,,,,
8775697,2134629,0.0,0,,,,,,,,,,
16285536,2133687,0.0,0,,,,,,,,,,
14526841,1855348,0.0,0,,,,,,,,,,
14388341,1838450,0.0,0,,,,,,,,,,
5187679,1830826,0.0,0,,,,,,,,,,
13970754,1825930,0.0,0,,,,,,,,,,
14221542,1820459,0.0,0,,,,,,,,,,
13531233,1742107,0.0,0,,,,,,,,,,
13234620,1707695,0.0,0,,,,,,,,,,
12405097,1593074,0.0,0,,,,,,,,,,
11860813,1512353,0.0,0,,,,,,,,,,
11828750,1508301,0.0,0,,,,,,,,,,
11503762,1466856,0.0,0,,,,,,,,,,
11308358,1444312,0.0,0,,,,,,,,,,
11196425,1430244,0.0,0,,,,,,,,,,
2203180,1383660,0.0,0,,,,,,,,,,
5086291,1295805,0.0,0,,,,,,,,,,
8906063,1111442,0.0,0,,,,,,,,,,
7252337,922171,0.0,0,,,,,,,,,,
6579322,823496,0.0,0,,,,,,,,,,
700373,147012,5.0,3,가격 대비 만족스러워요,1,응대가 친절해요,2,결과물 완성도가 높아요,2,,,,
1939461,327340,5.0,166,결과물 완성도가 높아요,108,경험과 노하우가 많아요,46,요청사항을 정확히 반영해요,86,응대가 친절해요,90,가격 대비 만족스러워요,83
4719699,619935,5.0,456,응대가 친절해요,254,경험과 노하우가 많아요,98,요청사항을 정확히 반영해요,170,가격 대비 만족스러워요,242,결과물 완성도가 높아요,222
801338,164164,5.0,44,경험과 노하우가 많아요,20,커리큘럼이 탄탄해요,4,결과물 완성도가 높아요,22,응대가 친절해요,31,기초부터 가르쳐줘요,6
6769225,2092271,5.0,11,응대가 친절해요,5,가격 대비 만족스러워요,5,요청사항을 정확히 반영해요,7,결과물 완성도가 높아요,10,약속 시간을 잘 지켜요,2
4690150,1612637,5.0,3,가격 대비 만족스러워요,2,경험과 노하우가 많아요,1,응대가 친절해요,1,포인트를 잘 짚어줘요,1,결과물 완성도가 높아요,2
1838686,315486,5.0,3,,,,,,,,,,
18045544,2415122,5.0,2,상담이 자세해요,2,진행 현황을 수시로 공유해요,1,경험과 노하우가 많아요,2,과도한 추가금이 없어요,2,약속 시간을 잘 지켜요,1
13405217,1727153,5.0,2,응대가 친절해요,2,요청사항을 정확히 반영해요,1,결과물 완성도가 높아요,2,,,,
13553423,2304750,0.0,0,,,,,,,,,,
17025131,2249946,0.0,0,,,,,,,,,,
4474658,1672925,0.0,0,,,,,,,,,,
10343818,1318853,0.0,0,,,,,,,,,,
4991660,649128,0.0,0,,,,,,,,,,
1690125,300204,0.0,0,,,,,,,,,,
221982,53473,4.9,56,응대가 친절해요,16,결과물 완성도가 높아요,14,경험과 노하우가 많아요,5,가격 대비 만족스러워요,10,요청사항을 정확히 반영해요,8
317726,72169,4.5,4,,,,,,,,,,
6851720,985301,5.0,3,요청사항을 정확히 반영해요,3,약속 시간을 잘 지켜요,2,경험과 노하우가 많아요,2,결과물 완성도가 높아요,3,가격 대비 만족스러워요,1
4788901,627229,5.0,3,,,,,,,,,,
12906685,1667475,5.0,2,가격 대비 만족스러워요,1,응대가 친절해요,2,결과물 완성도가 높아요,2,요청사항을 정확히 반영해요,1,,
6383063,797036,5.0,16,응대가 친절해요,9,경험과 노하우가 많아요,4,가격 대비 만족스러워요,9,요청사항을 정확히 반영해요,3,결과물 완성도가 높아요,12
9820279,1242002,5.0,31,가격 대비 만족스러워요,19,요청사항을 정확히 반영해요,15,결과물 완성도가 높아요,26,경험과 노하우가 많아요,4,응대가 친절해요,21
544574,126015,5.0,5,,,,,,,,,,
12750399,2287554,5.0,3,상담이 자세해요,1,약속 시간을 잘 지켜요,3,응대가 친절해요,2,경험과 노하우가 많아요,2,결과물 완성도가 높아요,2
15238620,2090570,0.0,0,,,,,,,,,,
15665752,2032284,0.0,0,,,,,,,,,,
5080214,657516,0.0,0,,,,,,,,,,
4566998,627279,0.0,0,,,,,,,,,,
721497,150974,5.0,8,,,,,,,,,,
5358350,683647,5.0,2,진행 현황을 수시로 공유해요,1,요청사항을 정확히 반영해요,1,결과물 완성도가 높아요,1,경험과 노하우가 많아요,1,가격 대비 만족스러워요,1
7472888,951522,5.0,1,,,,,,,,,,
18321156,2467592,0.0,0,,,,,,,,,,
319717,2357162,0.0,0,,,,,,,,,,
17517079,2329484,0.0,0,,,,,,,,,,
14534083,1856167,0.0,0,,,,,,,,,,
13086832,1690752,0.0,0,,,,,,,,,,
13026358,1682902,0.0,0,,,,,,,,,,
11268386,1439781,0.0,0,,,,,,,,,,
10552587,1346720,0.0,0,,,,,,,,,,
8930954,1311433,0.0,0,,,,,,,,,,
8606107,1078421,0.0,0,,,,,,,,,,
6798593,855590,0.0,0,,,,,,,,,,
5305999,678977,0.0,0,,,,,,,,,,
2231429,353910,0.0,0,,,,,,,,,,
13359107,1825053,0.0,0,,,,,,,,,,
18073778,2420027,5.0,4,상담이 자세해요,3,경험과 노하우가 많아요,2,A/S를 잘해줘요,1,응답이 빨라요,1,가격 대비 만족스러워요,3
3320727,468204,5.0,4,,,,,,,,,,
3404058,472737,5.0,3,,,,,,,,,,
13605835,1750307,5.0,2,요청사항을 정확히 반영해요,1,결과물 완성도가 높아요,1,기초부터 가르쳐줘요,1,포인트를 잘 짚어줘요,1,,
16892683,2229098,5.0,1,응답이 빨라요,1,요청사항을 정확히 반영해요,1,상담이 자세해요,1,경험과 노하우가 많아요,1,응대가 친절해요,1
1285,403,5.0,1,가격 대비 만족스러워요,1,커리큘럼이 탄탄해요,1,포인트를 잘 짚어줘요,1,경험과 노하우가 많아요,1,상담이 자세해요,1
18397315,2470087,0.0,0,,,,,,,,,,
17721749,2363411,0.0,0,,,,,,,,,,
16089286,2167184,0.0,0,,,,,,,,,,
15236294,1953901,0.0,0,,,,,,,,,,
11062628,1888698,0.0,0,,,,,,,,,,
14696648,1876065,0.0,0,,,,,,,,,,
11202076,1431081,0.0,0,,,,,,,,,,
3816466,549200,0.0,0,,,,,,,,,,
2620577,397593,0.0,0,,,,,,,,,,
14958073,1909387,5.0,1,요청사항을 정확히 반영해요,1,결과물 완성도가 높아요,1,응대가 친절해요,1,,,,
5736760,2328579,0.0,0,,,,,,,,,,
7946724,2234582,0.0,0,,,,,,,,,,
14918422,1904004,0.0,0,,,,,,,,,,
13910632,1783849,0.0,0,,,,,,,,,,
12990545,1678254,0.0,0,,,,,,,,,,
1992366,1569732,0.0,0,,,,,,,,,,
11868422,1513386,0.0,0,,,,,,,,,,
10910270,1390694,0.0,0,,,,,,,,,,
708388,1341631,0.0,0,,,,,,,,,,
3011685,1106381,0.0,0,,,,,,,,,,
7568957,961947,0.0,0,,,,,,,,,,
64700,13682,5.0,3,,,,,,,,,,
9330656,1574177,5.0,1,기초부터 가르쳐줘요,1,포인트를 잘 짚어줘요,1,,,,,,
15911493,2074533,0.0,0,,,,,,,,,,
8634865,1081856,0.0,0,,,,,,,,,,
5746773,725429,5.0,4,,,,,,,,,,
3261671,458654,5.0,4,,,,,,,,,,
15144277,1937360,0.0,0,,,,,,,,,,
5819157,1912014,0.0,0,,,,,,,,,,
11951137,1523907,0.0,0,,,,,,,,,,
6555787,850988,0.0,0,,,,,,,,,,
4999372,649793,0.0,0,,,,,,,,,,
3348169,467515,5.0,8,가격 대비 만족스러워요,1,요청사항을 정확히 반영해요,1,결과물 완성도가 높아요,1,경험과 노하우가 많아요,1,응대가 친절해요,1
4756780,643819,5.0,3,,,,,,,,,,
4988481,648824,0.0,0,,,,,,,,,,
3203897,452650,0.0,0,,,,,,,,,,
11233604,1435258,5.0,1,요청사항을 정확히 반영해요,1,응대가 친절해요,1,경험과 노하우가 많아요,1,결과물 완성도가 높아요,1,,
12516602,1997165,0.0,0,,,,,,,,,,
2838495,1722338,0.0,0,,,,,,,,,,
13027143,1683002,0.0,0,,,,,,,,,,
6705910,841911,0.0,0,,,,,,,,,,
7876207,1400942,0.0,0,,,,,,,,,,
13599072,2210323,0.0,0,,,,,,,,,,
193109,46204,5.0,5,가격 대비 만족스러워요,1,경험과 노하우가 많아요,2,응대가 친절해요,3,포인트를 잘 짚어줘요,2,결과물 완성도가 높아요,1
7465562,950623,0.0,0,,,,,,,,,,
7320958,940807,0.0,0,,,,,,,,,,
13189069,1954214,0.0,0,,,,,,,,,,
855861,176121,4.9,29,결과물 완성도가 높아요,14,기초부터 가르쳐줘요,1,포인트를 잘 짚어줘요,2,응대가 친절해요,8,가격 대비 만족스러워요,10
3923305,526658,5.0,27,응대가 친절해요,15,가격 대비 만족스러워요,10,요청사항을 정확히 반영해요,4,경험과 노하우가 많아요,8,커리큘럼이 탄탄해요,2
14592048,1864894,5.0,5,경험과 노하우가 많아요,1,요청사항을 정확히 반영해요,3,가격 대비 만족스러워요,2,상담이 자세해요,3,결과물 완성도가 높아요,4
5393766,687012,0.0,0,,,,,,,,,,
14594392,1863739,4.2,37,가격 대비 만족스러워요,22,결과물 완성도가 높아요,14,약속 시간을 잘 지켜요,10,응대가 친절해요,12,작업 속도가 빨라요,17
6773863,852041,4.9,32,응답이 빨라요,5,가격 대비 만족스러워요,11,약속 시간을 잘 지켜요,10,결과물 완성도가 높아요,7,진행 현황을 수시로 공유해요,3
10365877,1321907,4.8,22,응대가 친절해요,14,약속 시간을 잘 지켜요,9,결과물 완성도가 높아요,15,응답이 빨라요,6,가격 대비 만족스러워요,13
17932329,2397940,5.0,7,응답이 빨라요,2,시세보다 저렴해요,2,상담이 자세해요,4,작업 속도가 빨라요,3,응대가 친절해요,6
8145271,1027339,5.0,5,결과물 완성도가 높아요,3,가격 대비 만족스러워요,2,약속 시간을 잘 지켜요,2,응대가 친절해요,2,상담이 자세해요,1
7292484,2454905,5.0,2,결과물 완성도가 높아요,1,진행 현황을 수시로 공유해요,2,응대가 친절해요,2,A/S를 잘해줘요,1,상담이 자세해요,1
10541294,1935389,5.0,1,응대가 친절해요,1,가격 대비 만족스러워요,1,약속 시간을 잘 지켜요,1,,,,
14492343,1850968,5.0,1,A/S를 잘해줘요,1,상담이 자세해요,1,진행 현황을 수시로 공유해요,1,가격 대비 만족스러워요,1,결과물 완성도가 높아요,1
11124064,1419752,5.0,1,작업 속도가 빨라요,1,시세보다 저렴해요,1,약속 시간을 잘 지켜요,1,응대가 친절해요,1,진행 현황을 수시로 공유해요,1
18316860,2459805,0.0,0,,,,,,,,,,
3153384,1919617,0.0,0,,,,,,,,,,
12560918,1618634,0.0,0,,,,,,,,,,
3502461,482971,4.6,140,가격 대비 만족스러워요,87,응답이 빨라요,25,결과물 완성도가 높아요,50,약속 시간을 잘 지켜요,49,진행 현황을 수시로 공유해요,7
15515857,2006712,5.0,165,가격 대비 만족스러워요,59,상담이 자세해요,82,작업 속도가 빨라요,89,결과물 완성도가 높아요,78,응대가 친절해요,133
11106566,1417050,5.0,6,가격 대비 만족스러워요,5,응답이 빨라요,2,결과물 완성도가 높아요,5,약속 시간을 잘 지켜요,5,진행 현황을 수시로 공유해요,3
10907399,1473769,3.2,5,가격 대비 만족스러워요,2,결과물 완성도가 높아요,3,약속 시간을 잘 지켜요,1,응대가 친절해요,3,,
4199147,2275372,5.0,3,진행 현황을 수시로 공유해요,2,요청사항을 정확히 반영해요,2,응답이 빨라요,3,결과물 완성도가 높아요,2,응대가 친절해요,3
17909479,2394513,5.0,1,가격 대비 만족스러워요,1,상담이 자세해요,1,경험과 노하우가 많아요,1,약속 시간을 잘 지켜요,1,결과물 완성도가 높아요,1
17818339,2379819,0.0,0,,,,,,,,,,
16696915,2197004,0.0,0,,,,,,,,,,
5511097,752939,0.0,0,,,,,,,,,,
7415488,945197,5.0,166,가격 대비 만족스러워요,94,응답이 빨라요,65,결과물 완성도가 높아요,86,약속 시간을 잘 지켜요,83,진행 현황을 수시로 공유해요,25
6636267,832045,4.9,63,진행 현황을 수시로 공유해요,8,가격 대비 만족스러워요,48,결과물 완성도가 높아요,42,응대가 친절해요,37,작업 속도가 빨라요,16
6150343,770694,4.9,57,진행 현황을 수시로 공유해요,4,가격 대비 만족스러워요,21,결과물 완성도가 높아요,11,응대가 친절해요,20,작업 속도가 빨라요,17
11623168,1482016,4.9,56,작업 속도가 빨라요,32,응대가 친절해요,25,약속 시간을 잘 지켜요,13,가격 대비 만족스러워요,24,응답이 빨라요,24
6829777,859821,4.8,34,작업 속도가 빨라요,7,진행 현황을 수시로 공유해요,6,약속 시간을 잘 지켜요,11,결과물 완성도가 높아요,14,응답이 빨라요,7
7628386,968418,5.0,18,진행 현황을 수시로 공유해요,4,작업 속도가 빨라요,5,가격 대비 만족스러워요,9,응답이 빨라요,4,결과물 완성도가 높아요,11
12382010,1589479,5.0,17,약속 시간을 잘 지켜요,6,결과물 완성도가 높아요,8,응답이 빨라요,6,가격 대비 만족스러워요,11,작업 속도가 빨라요,8
12022611,1534941,4.8,10,약속 시간을 잘 지켜요,3,결과물 완성도가 높아요,7,응답이 빨라요,1,가격 대비 만족스러워요,9,응대가 친절해요,6
7881858,1005635,4.6,9,응대가 친절해요,3,약속 시간을 잘 지켜요,2,가격 대비 만족스러워요,4,작업 속도가 빨라요,2,응답이 빨라요,2
8571865,1074679,5.0,3,응답이 빨라요,1,응대가 친절해요,2,,,,,,
5621226,711968,5.0,3,작업 속도가 빨라요,2,응답이 빨라요,2,결과물 완성도가 높아요,2,약속 시간을 잘 지켜요,2,가격 대비 만족스러워요,2
12738512,1645081,5.0,1,결과물 완성도가 높아요,1,경험과 노하우가 많아요,1,상담이 자세해요,1,응답이 빨라요,1,작업 속도가 빨라요,1
11660142,1486523,5.0,1,응대가 친절해요,1,가격 대비 만족스러워요,1,약속 시간을 잘 지켜요,1,,,,
7297664,928528,5.0,1,,,,,,,,,,
5058081,655211,5.0,1,,,,,,,,,,
17740324,2366564,0.0,0,,,,,,,,,,
6470391,2311539,0.0,0,,,,,,,,,,
16238431,2127164,0.0,0,,,,,,,,,,
15664930,2032166,0.0,0,,,,,,,,,,
13825053,1773387,0.0,0,,,,,,,,,,
6576084,1657110,0.0,0,,,,,,,,,,
10208880,1300404,0.0,0,,,,,,,,,,
7227562,918646,0.0,0,,,,,,,,,,
8499413,1706434,5.0,43,과도한 추가금이 없어요,7,진행 현황을 수시로 공유해요,11,작업 속도가 빨라요,27,결과물 완성도가 높아요,18,경험과 노하우가 많아요,11
11361691,1449903,4.8,22,응답이 빨라요,9,응대가 친절해요,16,결과물 완성도가 높아요,13,약속 시간을 잘 지켜요,6,가격 대비 만족스러워요,11
7243718,921735,4.6,9,응대가 친절해요,5,응답이 빨라요,3,가격 대비 만족스러워요,6,약속 시간을 잘 지켜요,6,결과물 완성도가 높아요,5
12137365,1550382,5.0,5,결과물 완성도가 높아요,4,응답이 빨라요,2,가격 대비 만족스러워요,4,응대가 친절해요,3,작업 속도가 빨라요,1
12788784,1651516,5.0,4,가격 대비 만족스러워요,3,결과물 완성도가 높아요,2,약속 시간을 잘 지켜요,3,응대가 친절해요,3,진행 현황을 수시로 공유해요,1
3315418,1543970,3.3,3,작업 속도가 빨라요,2,결과물 완성도가 높아요,1,응대가 친절해요,1,,,,
12340451,1582828,5.0,1,가격 대비 만족스러워요,1,응대가 친절해요,1,결과물 완성도가 높아요,1,,,,
16532263,2173025,0.0,0,,,,,,,,,,
8426134,1521775,5.0,1,진행 현황을 수시로 공유해요,1,결과물 완성도가 높아요,1,가격 대비 만족스러워요,1,,,,
7345165,1828536,5.0,65,약속 시간을 잘 지켜요,22,작업 속도가 빨라요,45,응대가 친절해요,52,응답이 빨라요,32,요청사항을 정확히 반영해요,34
1115637,225015,5.0,4,응대가 친절해요,2,작업 속도가 빨라요,2,가격 대비 만족스러워요,3,약속 시간을 잘 지켜요,2,과도한 추가금이 없어요,2
15557014,2047086,0.0,0,,,,,,,,,,
4643312,611171,5.0,13,응대가 친절해요,10,약속 시간을 잘 지켜요,8,가격 대비 만족스러워요,9,결과물 완성도가 높아요,2,응답이 빨라요,2
4607076,607201,5.0,10,,,,,,,,,,
8190809,1032525,4.8,4,가격 대비 만족스러워요,1,응답이 빨라요,2,작업 속도가 빨라요,2,약속 시간을 잘 지켜요,1,응대가 친절해요,1
4234035,561699,5.0,4,,,,,,,,,,
4383250,581107,5.0,2,,,,,,,,,,
13285643,1713446,5.0,1,약속 시간을 잘 지켜요,1,가격 대비 만족스러워요,1,결과물 완성도가 높아요,1,,,,
8942946,2386249,0.0,0,,,,,,,,,,
1073062,2379214,0.0,0,,,,,,,,,,
8390167,1856566,0.0,0,,,,,,,,,,
13661234,1756576,0.0,0,,,,,,,,,,
13303851,1715564,0.0,0,,,,,,,,,,
11561281,1478434,0.0,0,,,,,,,,,,
11226256,1434357,0.0,0,,,,,,,,,,
8299079,1044648,0.0,0,,,,,,,,,,
8073081,1019237,0.0,0,,,,,,,,,,
3053308,652589,0.0,0,,,,,,,,,,
12458139,1602021,5.0,2,작업 속도가 빨라요,1,응대가 친절해요,1,약속 시간을 잘 지켜요,2,가격 대비 만족스러워요,2,,
12033251,1657412,4.9,62,약속 시간을 잘 지켜요,16,결과물 완성도가 높아요,37,가격 대비 만족스러워요,28,응대가 친절해요,37,상담이 자세해요,20
13241443,2024036,5.0,10,가격 대비 만족스러워요,3,응대가 친절해요,7,약속 시간을 잘 지켜요,5,결과물 완성도가 높아요,3,상담이 자세해요,4
6729645,2011070,0.0,0,,,,,,,,,,
8575274,1075065,5.0,5,약속 시간을 잘 지켜요,2,결과물 완성도가 높아요,2,가격 대비 만족스러워요,3,응대가 친절해요,2,,
11636794,1483667,0.0,0,,,,,,,,,,
4940060,644124,2.7,6,,,,,,,,,,
13794206,1769957,0.0,0,,,,,,,,,,
2154406,987213,5.0,3,,,,,,,,,,
13987654,1793756,0.0,0,,,,,,,,,,
10740769,1369463,0.0,0,,,,,,,,,,
1742901,1022897,0.0,0,,,,,,,,,,
10583881,1350725,5.0,1,진행 현황을 수시로 공유해요,1,작업 속도가 빨라요,1,응답이 빨라요,1,가격 대비 만족스러워요,1,약속 시간을 잘 지켜요,1
11475847,1463479,0.0,0,,,,,,,,,,
15924986,2076866,5.0,1,약속 시간을 잘 지켜요,1,,,,,,,,
9986357,1265951,5.0,1,작업 속도가 빨라요,1,결과물 완성도가 높아요,1,요청사항을 정확히 반영해요,1,응답이 빨라요,1,응대가 친절해요,1
7269599,924478,5.0,1,,,,,,,,,,
5861302,918667,5.0,1,가격 대비 만족스러워요,1,결과물 완성도가 높아요,1,응대가 친절해요,1,,,,
14196855,1817851,0.0,0,,,,,,,,,,
13154561,1698746,0.0,0,,,,,,,,,,
4928725,1030729,0.0,0,,,,,,,,,,
5282398,676532,0.0,0,,,,,,,,,,
1689884,579520,0.0,0,,,,,,,,,,
4916777,641403,4.2,8,가격 대비 만족스러워요,1,응대가 친절해요,2,작업 속도가 빨라요,1,진행 현황을 수시로 공유해요,1,약속 시간을 잘 지켜요,1
11144488,1813390,0.0,0,,,,,,,,,,
12126673,1548682,0.0,0,,,,,,,,,,
1749084,306912,5.0,5,포인트를 잘 짚어줘요,4,응대가 친절해요,5,기초부터 가르쳐줘요,4,커리큘럼이 탄탄해요,1,가격 대비 만족스러워요,2
17683877,2356935,0.0,0,,,,,,,,,,
7416865,1530977,5.0,3,기초부터 가르쳐줘요,2,응대가 친절해요,3,가격 대비 만족스러워요,1,포인트를 잘 짚어줘요,1,경험과 노하우가 많아요,2
12498930,2411677,0.0,0,,,,,,,,,,
13838249,2170901,0.0,0,,,,,,,,,,
12554100,1617585,0.0,0,,,,,,,,,,
11970106,1526542,0.0,0,,,,,,,,,,
9011289,1123915,0.0,0,,,,,,,,,,
8054051,1017017,0.0,0,,,,,,,,,,
18102102,2425021,5.0,1,응대가 친절해요,1,실력이 향상됐어요,1,가격 대비 만족스러워요,1,,,,
13373797,1723543,0.0,0,,,,,,,,,,
11592849,1478190,0.0,0,,,,,,,,,,
7271514,924804,0.0,0,,,,,,,,,,
575575,130284,0.0,0,,,,,,,,,,
12645537,1632095,0.0,0,,,,,,,,,,
4598844,605818,5.0,20,응대가 친절해요,12,경험과 노하우가 많아요,7,커리큘럼이 탄탄해요,1,포인트를 잘 짚어줘요,9,기초부터 가르쳐줘요,13
6620570,829685,5.0,4,포인트를 잘 짚어줘요,3,경험과 노하우가 많아요,1,기초부터 가르쳐줘요,2,응대가 친절해요,2,커리큘럼이 탄탄해요,1
1474561,1554787,5.0,3,응대가 친절해요,2,경험과 노하우가 많아요,2,커리큘럼이 탄탄해요,2,포인트를 잘 짚어줘요,1,기초부터 가르쳐줘요,2
16479350,2164472,0.0,0,,,,,,,,,,
11393696,1453304,0.0,0,,,,,,,,,,
213592,1523761,0.0,0,,,,,,,,,,
12145213,1551553,5.0,32,응대가 친절해요,25,기초부터 가르쳐줘요,22,포인트를 잘 짚어줘요,23,경험과 노하우가 많아요,12,가격 대비 만족스러워요,7
15576903,2017453,5.0,8,응대가 친절해요,7,실력이 향상됐어요,4,포인트를 잘 짚어줘요,4,기초부터 가르쳐줘요,4,경험과 노하우가 많아요,5
3085399,442945,5.0,5,응대가 친절해요,2,경험과 노하우가 많아요,2,커리큘럼이 탄탄해요,1,가격 대비 만족스러워요,2,포인트를 잘 짚어줘요,2
6351829,793442,5.0,1,응답이 빨라요,1,실력이 향상됐어요,1,포인트를 잘 짚어줘요,1,상담이 자세해요,1,응대가 친절해요,1
825793,169302,5.0,1,,,,,,,,,,
12670330,1635721,0.0,0,,,,,,,,,,
9576189,1519711,0.0,0,,,,,,,,,,
3762259,1216129,0.0,0,,,,,,,,,,
2824943,420872,0.0,0,,,,,,,,,,
10039283,1274401,5.0,7,기초부터 가르쳐줘요,5,응대가 친절해요,4,가격 대비 만족스러워요,3,경험과 노하우가 많아요,4,커리큘럼이 탄탄해요,3
12091471,1543496,5.0,3,포인트를 잘 짚어줘요,2,기초부터 가르쳐줘요,2,가격 대비 만족스러워요,1,경험과 노하우가 많아요,1,응대가 친절해요,3
12619108,1627852,5.0,4,기초부터 가르쳐줘요,3,경험과 노하우가 많아요,1,가격 대비 만족스러워요,2,커리큘럼이 탄탄해요,2,응대가 친절해요,4
15159495,1939878,0.0,0,,,,,,,,,,
13494625,1738007,0.0,0,,,,,,,,,,
2687089,405264,5.0,3,,,,,,,,,,
704483,793265,5.0,1,,,,,,,,,,
4536248,599495,0.0,0,,,,,,,,,,
1603534,290295,5.0,4,경험과 노하우가 많아요,2,기초부터 가르쳐줘요,1,응대가 친절해요,1,응답이 빨라요,1,시세보다 저렴해요,1
7455129,949285,5.0,3,,,,,,,,,,
16337447,2142676,5.0,1,포인트를 잘 짚어줘요,1,응대가 친절해요,1,실력이 향상됐어요,1,경험과 노하우가 많아요,1,약속 시간을 잘 지켜요,1
10036368,1273927,5.0,1,기초부터 가르쳐줘요,1,포인트를 잘 짚어줘요,1,,,,,,
4727348,870354,5.0,1,,,,,,,,,,
15570917,2016407,0.0,0,,,,,,,,,,
5917885,2000340,0.0,0,,,,,,,,,,
9574751,1202881,0.0,0,,,,,,,,,,
5738860,724508,0.0,0,,,,,,,,,,
4005935,534899,0.0,0,,,,,,,,,,
833704,510034,0.0,0,,,,,,,,,,
2579530,392755,0.0,0,,,,,,,,,,
1398974,266157,0.0,0,,,,,,,,,,
2874997,425178,5.0,11,기초부터 가르쳐줘요,4,응대가 친절해요,4,가격 대비 만족스러워요,4,경험과 노하우가 많아요,3,커리큘럼이 탄탄해요,2
9410181,1923352,0.0,0,,,,,,,,,,
12741475,1645436,0.0,0,,,,,,,,,,
6985275,1457361,5.0,3,가격 대비 만족스러워요,3,커리큘럼이 탄탄해요,3,기초부터 가르쳐줘요,3,포인트를 잘 짚어줘요,3,응대가 친절해요,3
12227154,1564213,5.0,1,기초부터 가르쳐줘요,1,포인트를 잘 짚어줘요,1,경험과 노하우가 많아요,1,,,,
7372713,946227,0.0,0,,,,,,,,,,
4637621,1179950,5.0,4,포인트를 잘 짚어줘요,3,커리큘럼이 탄탄해요,1,응대가 친절해요,3,가격 대비 만족스러워요,3,경험과 노하우가 많아요,2
7826209,1481737,5.0,2,경험과 노하우가 많아요,1,포인트를 잘 짚어줘요,1,기초부터 가르쳐줘요,2,,,,
12025286,1534240,5.0,1,포인트를 잘 짚어줘요,1,기초부터 가르쳐줘요,1,커리큘럼이 탄탄해요,1,,,,
5733488,1239372,5.0,3,응대가 친절해요,2,경험과 노하우가 많아요,3,커리큘럼이 탄탄해요,1,가격 대비 만족스러워요,1,포인트를 잘 짚어줘요,3
3347743,476496,5.0,2,,,,,,,,,,
11130801,1420785,0.0,0,,,,,,,,,,
6296086,791538,0.0,0,,,,,,,,,,
2468115,381069,0.0,0,,,,,,,,,,
14591479,1863483,5.0,6,응대가 친절해요,4,기초부터 가르쳐줘요,3,가격 대비 만족스러워요,1,포인트를 잘 짚어줘요,6,커리큘럼이 탄탄해요,2
7470717,951276,0.0,0,,,,,,,,,,
4335046,574121,5.0,8,,,,,,,,,,
9065395,1130122,0.0,0,,,,,,,,,,
1899055,321308,5.0,2,,,,,,,,,,
2436445,377825,5.0,1,,,,,,,,,,
16131393,2110255,0.0,0,,,,,,,,,,
4487846,594258,0.0,0,,,,,,,,,,
3274097,459953,0.0,0,,,,,,,,,,
3044954,522749,5.0,4,경험과 노하우가 많아요,1,기초부터 가르쳐줘요,1,포인트를 잘 짚어줘요,1,,,,
14417570,1841762,0.0,0,,,,,,,,,,
7719082,979007,0.0,0,,,,,,,,,,
11243191,1440558,0.0,0,,,,,,,,,,
4716907,759477,5.0,12,가격 대비 만족스러워요,3,커리큘럼이 탄탄해요,3,기초부터 가르쳐줘요,6,포인트를 잘 짚어줘요,10,응대가 친절해요,7
4099450,1722770,0.0,0,,,,,,,,,,
15470943,1999088,5.0,1,포인트를 잘 짚어줘요,1,응대가 친절해요,1,경험과 노하우가 많아요,1,,,,
11460815,2168960,5.0,2,포인트를 잘 짚어줘요,1,응대가 친절해요,2,경험과 노하우가 많아요,2,실력이 향상됐어요,2,요청사항을 정확히 반영해요,1
15853257,2065064,0.0,0,,,,,,,,,,
6149669,1221220,5.0,3,포인트를 잘 짚어줘요,3,기초부터 가르쳐줘요,2,경험과 노하우가 많아요,1,,,,
12370837,1587530,0.0,0,,,,,,,,,,
2728900,1023331,0.0,0,,,,,,,,,,
7599872,1150254,0.0,0,,,,,,,,,,
